country;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
Sri Lanka;1;2022.0;nan
St. Kitts and Nevis;4;2022.0;nan
St. Lucia;5;2022.0;nan
St. Vincent / Grenadines;4;2022.0;nan
Sudan, the;1;2022.0;nan
Suriname;3;2022.0;nan
Eswatini;4;2022.0;nan
Sweden;5;2022.0;nan
Switzerland;4;2022.0;nan
Syria;5;2022.0;nan
Tajikistan;5;2022.0;nan
Tanzania, United Republic of;5;2022.0;nan
Thailand;5;2022.0;nan
Timor-Leste;5;2022.0;nan
Togo;5;2022.0;nan
Tonga;1;2022.0;nan
Trinidad and Tobago;3;2022.0;nan
Tunisia;5;2022.0;nan
Türkiye;5;2022.0;nan
Turkmenistan;5;2022.0;nan
Tuvalu;5;2022.0;nan
Uganda;5;2022.0;nan
Ukraine;4;2022.0;nan
United Arab Emirates;5;2022.0;nan
United Kingdom;5;2022.0;nan
United States of America;4;2022.0;nan
Uruguay;4;2022.0;nan
Uzbekistan;4;2022.0;nan
Vanuatu;4;2022.0;nan
Venezuela;4;2022.0;nan
Vietnam;5;2022.0;nan
Yemen;4;2022.0;nan
Zambia;5;2022.0;nan
Zimbabwe;5;2022.0;nan
