country;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
St. Vincent and the Grenadines;2;2022.0;nan
Sudan;2;2022.0;nan
Suriname;3;2022.0;nan
Eswatini;2;2022.0;nan
Sweden;4;2022.0;nan
Switzerland;3;2022.0;nan
Syria;3;2022.0;nan
Tajikistan;5;2022.0;nan
Tanzania;2;2022.0;nan
Thailand;3;2022.0;nan
Timor-Leste;2;2022.0;nan
Togo;3;2022.0;nan
Tonga;1;2022.0;nan
Trinidad and Tobago;3;2022.0;nan
Tunisia;2;2022.0;nan
Türkiye;3;2022.0;nan
Turkmenistan;3;2022.0;nan
Tuvalu;2;2022.0;nan
Uganda;2;2022.0;nan
Ukraine;3;2022.0;nan
United Arab Emirates;2;2022.0;nan
United Kingdom;4;2022.0;nan
United States of America;1;2022.0;nan
Uruguay;3;2022.0;nan
Uzbekistan;5;2022.0;nan
Vanuatu;2;2022.0;nan
Venezuela;4;2022.0;nan
Vietnam;4;2022.0;nan
Yemen;2;2022.0;nan
Zambia;3;2022.0;nan
Zimbabwe;3;2022.0;nan
