GHO;PUBLISHSTATE;YEAR;REGION;COUNTRY;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
NCD_CCS_Mkting;PUBLISHED;2015;EUR;ESP;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;SEAR;LKA;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;SDN;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;SUR;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;SWZ;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;SWE;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;CHE;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;SYR;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;TJK;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;SEAR;THA;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;MKD;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;SEAR;TLS;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
