goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;ATTR_ENDPOINT
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2012.0;4.48;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2013.0;3.76;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2014.0;4.7;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2015.0;3.33;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2016.0;6.01;Float;;;;;;Eurostat;;[''];E;KG;E;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2017.0;6.39;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;705;Slovenia;2018.0;6.56;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2009.0;2.8;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2010.0;3.01;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2011.0;3.29;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2012.0;3.38;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2013.0;4.46;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2014.0;3.64;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2015.0;4.38;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2016.0;5.58;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2017.0;6.02;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;724;Spain;2018.0;6.97;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2010.0;0.00379;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2011.0;0.00887;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2012.0;0.00959;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2013.0;0.00977;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2014.0;0.01005;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2015.0;0.03798;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2016.0;0.0555;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2017.0;0.0465;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2018.0;0.07487;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;202;Sub-Saharan Africa;2019.0;0.07526;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2009.0;16.45;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2010.0;17.13;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2011.0;18.62;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2012.0;17.68;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2013.0;18.39;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2014.0;14.94;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2015.0;14.69;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2016.0;16.45;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2017.0;14.06;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;752;Sweden;2018.0;14.19;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2009.0;7.16;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2010.0;7.01;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2011.0;7.4;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2012.0;7.25;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2013.0;7.26;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2014.0;7.89;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2015.0;9.88;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2016.0;14.46;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2017.0;12.94;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;826;United Kingdom of Great Britain and Northern Ireland;2018.0;7.55;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2010.0;0.83408;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2011.0;0.85291;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2012.0;0.8415;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2013.0;1.07978;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2014.0;1.08164;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2015.0;1.14454;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2016.0;1.24571;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2017.0;1.25014;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2018.0;1.26224;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;1;World;2019.0;1.27433;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
