goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;ATTR_ENDPOINT
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2016.0;0.60734;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2017.0;0.63072;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2018.0;0.64588;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2019.0;0.66536;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2009.0;3.61;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2010.0;4.23;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2011.0;4.49;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2012.0;3.93;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2013.0;2.76;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2014.0;4.61;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2015.0;5.65;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2016.0;6.76;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2017.0;6.96;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;233;Estonia;2018.0;7.57;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2010.0;4.17356;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2011.0;4.40985;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2012.0;4.4426;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2013.0;4.76317;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2014.0;4.91349;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2015.0;5.15077;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2016.0;5.5862;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2017.0;5.56513;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2018.0;5.61306;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;513;Europe and Northern America;2019.0;5.65695;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2009.0;9.93;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2010.0;9.45;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2011.0;9.68;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2012.0;9.67;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2013.0;10.4;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2014.0;11.8;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2015.0;11.41;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2016.0;10.95;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2017.0;11.85;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;246;Finland;2018.0;12.09;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2009.0;5.77;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2010.0;6.36;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2011.0;7.21;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2012.0;7.08;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2013.0;7.15;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2014.0;7.88;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2015.0;9.28;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2016.0;10.82;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2017.0;11.1;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;250;France;2018.0;12.16;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2009.0;10.04;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2010.0;9.39;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2011.0;8.71;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2012.0;8.44;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2013.0;8.85;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2014.0;8.74;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2015.0;8.79;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2016.0;9.5;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2017.0;10.13;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;276;Germany;2018.0;10.29;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2009.0;5.75;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2010.0;4.63;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2011.0;3.85;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2012.0;3.35;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2013.0;3.53;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2014.0;3.99;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2015.0;4.56;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;300;Greece;2016.0;5.16;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
