goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;ATTR_ENDPOINT
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;51;Armenia;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;51;Armenia;2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;142;Asia;2015.0;54.26;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;142;Asia;2020.0;49.11;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;36;Australia;2015.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;36;Australia;2020.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;53;Australia and New Zealand;2015.0;83.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;53;Australia and New Zealand;2020.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;40;Austria;2015.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;40;Austria;2020.0;50;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;31;Azerbaijan;2015.0;50;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;31;Azerbaijan;2020.0;37.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;44;Bahamas;2015.0;16.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;44;Bahamas;2020.0;12.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;48;Bahrain;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;48;Bahrain;2020.0;75;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;50;Bangladesh;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;50;Bangladesh;2020.0;87.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;52;Barbados;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;52;Barbados;2020.0;25;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;112;Belarus;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;112;Belarus;2020.0;25;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;56;Belgium;2015.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;56;Belgium;2020.0;87.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;84;Belize;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;84;Belize;2020.0;25;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;204;Benin;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;204;Benin;2020.0;37.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;68;Bolivia (Plurinational State of);2015.0;50;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;68;Bolivia (Plurinational State of);2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;70;Bosnia and Herzegovina;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;70;Bosnia and Herzegovina;2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;72;Botswana;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;72;Botswana;2020.0;37.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;76;Brazil;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;76;Brazil;2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;96;Brunei Darussalam;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;100;Bulgaria;2015.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;100;Bulgaria;2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;854;Burkina Faso;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;854;Burkina Faso;2020.0;25;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;108;Burundi;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;108;Burundi;2020.0;50;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;132;Cabo Verde;2015.0;33.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;132;Cabo Verde;2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;116;Cambodia;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;116;Cambodia;2020.0;62.5;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;120;Cameroon;2015.0;83.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;120;Cameroon;2020.0;75;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;124;Canada;2015.0;83.33;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;124;Canada;2020.0;100;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;29;Caribbean;2015.0;43.06;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;29;Caribbean;2020.0;32.95;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;140;Central African Republic;2015.0;66.67;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
['12'];['12.4'];['12.4.1'];SG_HAZ_CMRSTHOLM;Parties meeting their commitments and obligations in transmitting information as required by Stockholm Convention on hazardous waste, and other chemicals;440;140;Central African Republic;2020.0;25;Float;;;;;;Environment Live;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_HAZ_CMRSTHOLM&pageSize=999999999
